,>10,5-10,2-5,<2
"overall
(849)",67.37338044758539,21.083627797408717,9.77620730270907,1.76678445229682
"Europe:France
(125)",60.8,27.200000000000003,8.799999999999999,3.2
"Europe:Germany
(158)",68.35443037974683,23.417721518987342,8.227848101265822,0.0
"Europe:Italy
(57)",52.63157894736842,22.807017543859647,22.807017543859647,1.7543859649122806
"Europe:UK
(67)",79.1044776119403,17.91044776119403,2.9850746268656714,0.0
"Europe:others
(144)",68.75,22.22222222222222,6.944444444444445,2.083333333333333
"Japan
(64)",84.375,7.8125,7.8125,0.0
"Russia
(94)",62.76595744680851,14.893617021276595,18.085106382978726,4.25531914893617
"USA
(58)",75.86206896551724,20.689655172413794,3.4482758620689653,0.0
