,Low,2,3,4,5,High
"overall
(848)",4.245283018867925,9.787735849056604,21.108490566037734,29.4811320754717,28.77358490566038,6.60377358490566
"Europe:France
(125)",4.0,8.0,13.600000000000001,36.0,36.0,2.4
"Europe:Germany
(158)",1.89873417721519,12.658227848101266,27.21518987341772,23.417721518987342,29.746835443037973,5.063291139240507
"Europe:Italy
(57)",3.508771929824561,8.771929824561402,21.052631578947366,35.08771929824561,17.543859649122805,14.035087719298245
"Europe:UK
(67)",1.4925373134328357,7.462686567164178,25.37313432835821,26.865671641791046,32.83582089552239,5.970149253731343
"Europe:others
(143)",6.993006993006993,10.48951048951049,22.377622377622377,29.37062937062937,25.874125874125873,4.895104895104895
"Japan
(64)",3.125,6.25,18.75,26.5625,37.5,7.8125
"Russia
(94)",6.382978723404255,7.446808510638298,29.78723404255319,30.851063829787233,21.27659574468085,4.25531914893617
"USA
(58)",0.0,10.344827586206897,6.896551724137931,32.758620689655174,27.586206896551722,22.413793103448278
